,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
16,CC(C)/C1=C(\C)/CCCCCC1,CC(CCCCCC1)C1=C(C)C,12.0,-3357.5496903336734,-3358.447086135864,0.8973958021906583,-3358.1511382863664,-3356.477949234009,-1.6731890523574293,-0.601447952692979,1.9691369018551086,2.5705848545480876
17,CCC1=CCOC=C1,C/C=C1/C=COCC1,8.0,-1856.8301711719585,-1856.6525954589845,-0.1775757129739759,-1860.8955772185461,-1860.683766357422,-0.2118108611241496,-4.065406046587668,-4.0311708984374945,0.0342351481501737
18,CCC1=CCOc2c1cccc2,C/C=C1/c(cccc2)c2OCC1,12.0,-2656.4371584010837,-2653.524753730774,-2.91240467030957,-2656.7644217369325,-2652.908430770874,-3.855990966058471,-0.32726333584878375,0.616322959900117,0.9435862957489007
19,OC1=CCCC1,O=C1CCCC1,6.0,-1412.9595125069097,-1412.8647000961303,-0.09481241077946834,-1429.9016850150044,-1429.8269530448913,-0.0747319701131346,-16.9421725080947,-16.962252948761034,-0.020080440666333743
20,OC1=CCCCC1,O=C1CCCCC1,7.0,-1711.192076667449,-1711.1836624832154,-0.008414184233743072,-1725.8443458595054,-1725.768682296753,-0.0756635627524247,-14.652269192056337,-14.585019813537656,0.06724937851868162
21,OC1=CCCCCC1,O=C1CCCCCC1,8.0,-1998.345746541614,-1998.3083490142822,-0.03739752733190471,-2012.8868481223708,-2013.0381686553956,0.15132053302477289,-14.541101580756731,-14.729819641113409,-0.1887180603566776
22,CCOC(C(CCC1)=C1O)=O,CCOC(C(CCC1)C1=O)=O,11.0,-2390.4762633910163,-2388.9540038909913,-1.5222595000250294,-2390.070891805916,-2389.4716236877443,-0.5992681181714943,0.40537158510051086,-0.5176197967530243,-0.9229913818535351
23,CCOC(C(CCCC1)=C1O)=O,CCOC(C(CCCC1)C1=O)=O,12.0,-2687.8202591465524,-2687.1329168701172,-0.6873422764351744,-2684.830079324201,-2684.463532928467,-0.3665463957340762,2.990179822351365,2.669383941650267,-0.3207958807010982
24,CC(C(CCC1)=C1O)=O,CC(C(CCC1)C1=O)=O,9.0,-1977.2187509095784,-1977.6452552719115,0.42650436233316213,-1988.1207303564534,-1988.140691619873,0.019961263419645547,-10.901979446874975,-10.495436347961459,0.4065430989135166
25,CC(C(CCCC1)=C1O)=O,CC(C(CCCC1)C1=O)=O,10.0,-2272.0318235187387,-2272.1121551742553,0.08033165551660204,-2281.8157831850476,-2281.8677576522828,0.051974467235140764,-9.783959666308874,-9.755602478027413,0.028357188281461276
26,CC(C(CCC1)=C1O)=O,C/C(/O)=C(\CCC1)/C1=O,9.0,-1977.2187069827096,-1977.6320596618652,0.41335267915565055,-1973.4973863804114,-1972.784872238159,-0.7125141422523029,3.721320602298192,4.847187423706146,1.1258668214079535
27,CC(C(CCCC1)=C1O)=O,C/C(/O)=C(\CCCC1)/C1=O,10.0,-2272.4067249170816,-2272.993094100952,0.5863691838703744,-2264.5536473592665,-2266.003643371582,1.449996012315296,7.853077557815141,6.989450729370219,-0.8636268284449216
