,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
100,N#CC(C(O)=O)c1ccccc1,N#CC(c1ccccc1)=C(O)O,12.0,-2147.914966417851,-2147.9842184143067,0.06925199645593239,-2136.3727327666043,-2135.8736393966674,-0.4990933699368725,11.542233651246534,12.110579017639338,0.5683453663928049
101,OC(C1=CC=CC1)=O,OC(O)=C1C=CC=C1,8.0,-1500.8021110893715,-1501.2802137680053,0.4781026786338316,-1481.6080665213804,-1484.013845993042,2.405779471661617,19.194044567991114,17.266367774963328,-1.9276767930277856
102,OC(C1=CCc2c1cccc2)=O,OC(O)=C(C=C1)c2c1cccc2,12.0,-2273.3733137177783,-2270.2895775146485,-3.0837362031297744,-2254.6333744590283,-2252.8284425354004,-1.8049319236279189,18.739939258749928,17.461134979248072,-1.2788042795018555
103,CC(CC(OC)=O)=O,C/C(/O)=C/C(OC)=O,8.0,-1569.8552742439326,-1569.8875332870484,0.03225904311580052,-1559.6085726182796,-1560.6171773757935,1.0086047575139219,10.246701625653031,9.27035591125491,-0.9763457143981213
104,O=C(C1)C=CNC1=O,OC(C=CN1)=CC1=O,8.0,-1396.0855829008192,-1396.809249469757,0.7236665689379151,-1396.9629963911268,-1397.3063720855712,0.34337569444437577,-0.8774134903076174,-0.497122615814078,0.3802908744935394
105,CC(C(C)=O)=O,CC(C(O)=C)=O,6.0,-1185.2074316654484,-1185.2033031463623,-0.004128519086179949,-1178.5692803275263,-1181.006659297943,2.4373789704168303,6.6381513379221815,4.196643848419171,-2.44150748950301
106,O=C(CCCC1)C1=O,OC1=CCCCC1=O,8.0,-1614.7605714954225,-1614.724104927063,-0.03646656835940121,-1611.4125615112766,-1611.0272228164672,-0.38533869480943395,3.348009984145847,3.6968821105958796,0.34887212645003274
107,O=C(CC=CC=C1)C1=O,OC1=CC=CC=CC1=O,9.0,-1634.0071017696996,-1633.2757251205444,-0.7313766491552087,-1587.4182112318224,-1623.6364199523925,36.218208720570146,46.588890537877205,9.63930516815185,-36.949585369725355
108,CC(CCC1=O)C1=O,CC(CCC1=O)=C1O,8.0,-1615.134619457426,-1615.10730544281,-0.027314014615967608,-1616.6581846480074,-1615.6631045379638,-0.9950801100435456,-1.5235651905813938,-0.5557990951538159,0.967766095427578
109,O=C(CCC1)C1=O,OC1=CCCC1=O,7.0,-1336.2496393345248,-1336.215535961151,-0.03410337337368219,-1334.443001866364,-1333.559083717346,-0.8839181490179726,1.8066374681607158,2.656452243805006,0.8498147756442904
110,CC(COC1=O)C1=O,CC(COC1=O)=C1O,8.0,-1443.5774435817164,-1443.549771697998,-0.02767188371831253,-1442.7008973333147,-1442.3269785003663,-0.37391883294844774,0.8765462484016098,1.222793197631745,0.3462469492301352
111,O=C(Cc1c2cccc1)C2=O,OC1=Cc(cccc2)c2C1=O,11.0,-1983.859876724136,-1982.7626887893678,-1.0971879347682716,-1974.8606404607372,-1974.155104385376,-0.705536075361124,8.99923626339887,8.607584403991723,-0.39165185940714764
112,O=C(CCO1)C1=O,OC1=CCOC1=O,7.0,-1164.732232963907,-1164.760136238098,0.027903274190975935,-1161.3910015232334,-1160.3047704620362,-1.086231061197168,3.3412314406737096,4.4553657760618535,1.1141343353881439
113,O=C(COC1)C1=O,OC1=COCC1=O,7.0,-1142.4272372935575,-1142.4365069274902,0.009269633932717625,-1144.7456303221063,-1142.6945250892638,-2.051105232842474,-2.318393028548826,-0.25801816177363435,2.0603748667751915
114,CC(C1=O)OC(C)C1=O,CC(C1=O)OC(C)=C1O,9.0,-1704.9232931974884,-1704.819683670044,-0.1036095274444051,-1711.282854681062,-1710.1690080413819,-1.113846639680105,-6.359561483573543,-5.349324371337843,1.0102371122357
115,CC(C1=O)NC(C)C1=O,CC(C1=O)NC(C)=C1O,9.0,-1767.2871866885546,-1767.162607246399,-0.12457944215566386,-1774.9616971289809,-1773.7118524246216,-1.2498447043592478,-7.674510440426275,-6.549245178222691,1.125265262203584
116,CC(C)=C(C)C(C)=O,CC(C)=C(C)C(O)=C,8.0,-1909.1344124332977,-1912.3831108703614,3.2486984370636947,-1894.1204970895453,-1900.864750831604,6.744253742058618,15.013915343752387,11.518360038757464,-3.495555304994923
117,O=C1CC=CC=CC1,OC1=CC=CC=CC1,8.0,-1658.4070746449938,-1658.497814163208,0.09073951821414994,-1653.6703116603833,-1652.7698637542724,-0.9004479061109123,4.73676298461055,5.727950408935612,0.9911874243250622
118,O=C1C=CC=CC1,Oc1ccccc1,7.0,-1388.3625997874158,-1390.3733105964661,2.0107108090503516,-1406.1731067293658,-1406.1590429534913,-0.014063775874546991,-17.810506941950052,-15.785732357025154,2.0247745849248986
119,O=C1C=CCC=C1,Oc1ccccc1,7.0,-1389.4212065942993,-1389.289159275055,-0.13204731924429325,-1406.1731067293658,-1406.1590429534913,-0.014063775874546991,-16.751900135066535,-16.86988367843628,-0.11798354336974626
120,O=C1c(cccc2)c2C=CC1,Oc1cccc2ccccc12,11.0,-2162.83218617117,-2160.4658579864504,-2.366328184719805,-2170.637635706883,-2164.3006782073976,-6.336957499485379,-7.805449535712796,-3.834820220947222,3.9706293147655742
121,O=C(C=CC1)c2c1cccc2,Oc1cccc2ccccc12,11.0,-2162.6585909479472,-2159.267520652771,-3.3910702951761778,-2170.637636334439,-2164.3006782073976,-6.336958127041271,-7.979045386491634,-5.033157554626541,2.945887831865093
122,O=C(c1c(C2)cccc1)c1c2cccc1,Oc1c(cccc2)c2cc2ccccc12,15.0,-2935.320264101788,-2926.227166305542,-9.09309779624573,-2930.0425436013647,-2920.1401193618776,-9.902424239487118,5.277720500423129,6.087046943664518,0.8093264432413889
123,O=C1c2cc3ccccc3cc2Cc2cc3ccccc3cc12,Oc1c(cc(cccc2)c2c2)c2cc2cc3ccccc3cc12,23.0,-4462.765009916768,-4449.604748657227,-13.160261259540675,-4448.040621590326,-4440.460014953614,-7.5806066367122185,14.72438832644184,9.144733703613383,-5.579654622828457
124,O=C(CCC1=O)c2c1[nH]cc2,Oc(cc1)c(cc[nH]2)c2c1O,11.0,-1993.5609005781237,-1989.739823616028,-3.8210769620957308,-1987.3882002324435,-1983.5746586608886,-3.813541571554879,6.172700345680141,6.165164955139289,-0.0075353905408519495
125,O=C(CC(N1CCCC1)=C1)C=C1N1CCCC1,Oc1cc(N2CCCC2)cc(N2CCCC2)c1,17.0,-3692.0196401710195,-3691.6446849975587,-0.3749551734608758,-3698.5617209350985,-3696.330358154297,-2.2313627808016463,-6.542080764078946,-4.685673156738176,1.8564076073407705
126,C/C(/C(/C)=N\C)=C(/C)\O,C/C(/C(C)=O)=C(/C)\NC,9.0,-2057.9155164971007,-2060.418502029419,2.5029855323182346,-2070.3308299391038,-2070.909539840698,0.5787099015942658,-12.415313442003026,-10.491037811279057,1.9242756307239688
127,C/C(/C(/C)=C(\C)/O)=C(/C)\C(\C)=N/C,C/C(/C(/C)=C(\C)/NC)=C(/C)\C(C)=O,13.0,-3038.045985146279,-3041.1401687164307,3.0941835701519267,-3045.035005492163,-3050.6772518920898,5.642246399926989,-6.989020345884001,-9.537083175659063,-2.5480628297750627
128,CC(C)(C)N(C1)C=CC1=O,CC(C)(C)n(cc1)cc1O,10.0,-2228.2703009989204,-2228.2561053314207,-0.014195667499734554,-2224.6556222853246,-2224.199950744629,-0.4556715406956755,3.614678713595822,4.056154586791763,0.44147587319594095
